1,Correct HTML element for inserting line break,<lb>,<br>,<break>,None of the above,B
1,HTML tag for adding backgroud colour :,<body bg = “yellow”>,<body style = “background-colour:yellow;”>,<backgroud>yellow</backgroud>,None of the above,B
1,HTML element to define imporant text :,<i>,<important>,<b>,<strong>,D
1,HTML element to define emphasized text :,<em>,<italic>,<i>,All of the above,A
1,HTML element for creating a hyperlink :,<a>http://www.codinghub.org.in”</a>,<a name=”http://www.codinghub.org.in”>CodingHub</a>,<a url=”http://www.codinghub.org.in”>CodingHub</a>,<a href=”http://www.codinghub.org.in”>CodingHub</a>,D
1,Which character used to indicate an end tag?,*,<,^,/,D
1,How can you open a link in new tab/browser window?,<a href=”url” target=”_blank”>,<a href=”url” target=”new”>,<a href=”url” new>,All of the above,A
1,Which of these elements are all <table> elements?,<table><tr><tt>,<table><tr><td>,<thead><body><tr>,<table><head><tfoot>,B
1,Inline elements are normally without starting new line.,TRUE,FALSE,,,A
1,How can you make a numbered list?,<ol>,<ul>,<list>,<dl>,A
1,How can you make a bulleted list?,<list>,<dl>,<ol>,<ul>,D
1,HTML code for making a checkbox :,<input type=”checkbox”>,<input type=”check”>,<check>,<checkbox>,A
1,HTML code for making a text input field :,<input type=”text”>,<textinput type=”text”>,<input type=”textfield”>,<textfield>,A
1,HTML code for making a dropdown list :,<list>,<select>,<input type=”dropdown”>,<input type=”list”>,B
1,HTML code for making a text area :,<input type=”textbox”>,<input type=”textarea”>,<textarea>,None of the above,C
1,HTML code for inserting an image :,<img href=”image.gif” alt=”MyImage”>,<img src=”image.gif” alt=”MyImage”>,<img alt=”MyImage”>image.gif</img>,<image src=”image.gif” alt=”MyImage”>,B
1,HTML code for inserting a background image :,<body bg=”background.gif”>,<background img=”background.gif”>,<body style=”background-image:url(background.gif)”>,None of the above,C
1,An <iframe> is used to display page within page.,There is no such thing,FALSE,TRUE,,C
1,HTML comments starts with <!--and end with-->,TRUE,FALSE,,,A
1,Block elements are noramally displayed without starting a new line,TRUE,FALSE,,,B
1,Which HTML element defines the title of document?,<head>,<meta>,<title>,,C
1,HTML attribute to specify alternate text for an image in case missing,title,src,alt,longdesc,C
1,Which doctype is correct for HTML5,<!DOCTYPE html>,<!DOCTYPE HTML5>,,,A
1,HTML element to specify the footer for a document or section?,<bottom>,<footer>,<section>,,B
1,"In HTML, you can embed SVG elements directly into HTML page.",FALSE,TRUE,,,B
1,HTML element for playing video files :,<video>,<movie>,<media>,All of the above,A
1,HTML element for playing audio files :,<mp3>,<sound>,<audio>,None of the above,C
1,"HTML global attribute, “contentedible” is ued to :",Specify whether the content of an element should be editable or not.,Update content from the server,"Specifies a context menu for an element, that appears when a user right clicks on the element",Returns the position of teh first occurance of content inside a string,A
1,"In HTML, onblur and onfocus are :",HTML elements,Style attributes,Event attributes,,C
1,Graphics defined by SVG is in which format?,CSS,HTML,XML,None of the above,C
1,HTML <canvas> element is used to :,Manipulate data in MySQL,Draw Graphics,Display Database records,Create draggable elements,B
1,HTML attribure used to specify input field must be filled out :,required,placeholder,formvalidate,validate,A
1,Which input type defines a slider control?,range,search,slider,controls,A
1,HTML element used to display a scaler measurement within range,<measure>,<meter>,<gauge>,<range>,B
1,HTML element defining navigation links,<navigation>,<nav>,<navigate>,None of the above,B
1,"In HTML, what does the <aside> element define?",Content aside from the page,A navigation list to be shown at the left side of page,The ASCII char-set; to send information between computers on the network,None of the above,A
1,HTML element used to specify a header for a document or section :,<head>,<top>,<section>,<header>,D
